4
800
0,3
1,10
2,3
3,1
4,8
5,6
6,8
7,8
8,2
9,9
10,8
11,7
12,9
13,9
14,1
15,4
16,9
17,10
18,1
19,4
20,2
21,5
22,10
23,8
24,2
25,4
26,9
27,8
28,8
29,6
30,2
31,9
32,7
33,3
34,2
35,1
36,8
37,1
38,2
39,7
40,8
41,2
42,9
43,3
44,8
45,4
46,7
47,7
48,1
49,4
50,10
51,4
52,3
53,7
54,4
55,9
56,8
57,4
58,9
59,5
60,6
61,3
62,6
63,7
64,8
65,3
66,2
67,10
68,10
69,3
70,2
71,4
72,1
73,8
74,3
75,2
76,1
77,3
78,1
79,6
80,2
81,8
82,7
83,5
84,2
85,4
86,4
87,3
88,2
89,10
90,1
91,7
92,3
93,4
94,3
95,5
96,6
97,4
98,10
99,5
100,4
101,5
102,7
103,3
104,1
105,5
106,9
107,1
108,7
109,3
110,3
111,5
112,3
113,6
114,6
115,3
116,7
117,7
118,5
119,10
120,4
121,10
122,7
123,2
124,2
125,10
126,8
127,10
128,7
129,1
130,7
131,1
132,9
133,10
134,3
135,9
136,2
137,3
138,3
139,10
140,6
141,3
142,8
143,5
144,10
145,10
146,4
147,3
148,7
149,2
150,9
151,4
152,2
153,7
154,1
155,8
156,6
157,2
158,2
159,1
160,3
161,6
162,10
163,1
164,5
165,9
166,2
167,3
168,10
169,7
170,2
171,7
172,4
173,7
174,2
175,1
176,1
177,3
178,6
179,8
180,6
181,1
182,7
183,5
184,10
185,9
186,10
187,2
188,1
189,4
190,6
191,8
192,8
193,7
194,3
195,7
196,3
197,9
198,4
199,6
200,1
201,1
202,3
203,6
204,9
205,7
206,1
207,7
208,6
209,10
210,10
211,7
212,7
213,8
214,9
215,9
216,6
217,2
218,10
219,5
220,9
221,8
222,7
223,7
224,8
225,7
226,5
227,5
228,9
229,5
230,9
231,9
232,7
233,9
234,7
235,5
236,1
237,7
238,6
239,2
240,9
241,7
242,6
243,6
244,10
245,8
246,9
247,4
248,8
249,3
250,8
251,9
252,8
253,8
254,7
255,1
256,5
257,10
258,9
259,7
260,8
261,6
262,10
263,6
264,4
265,6
266,1
267,10
268,8
269,7
270,4
271,10
272,1
273,6
274,3
275,3
276,2
277,3
278,10
279,10
280,1
281,9
282,10
283,10
284,10
285,5
286,1
287,7
288,9
289,8
290,6
291,3
292,4
293,1
294,3
295,3
296,6
297,7
298,2
299,3
300,6
301,2
302,5
303,8
304,6
305,4
306,7
307,10
308,5
309,1
310,7
311,7
312,2
313,2
314,9
315,9
316,2
317,4
318,6
319,3
320,1
321,3
322,3
323,5
324,7
325,4
326,5
327,1
328,6
329,8
330,7
331,2
332,6
333,7
334,10
335,5
336,5
337,7
338,5
339,9
340,9
341,5
342,2
343,9
344,1
345,2
346,2
347,8
348,8
349,1
350,7
351,6
352,7
353,4
354,1
355,7
356,9
357,1
358,3
359,3
360,8
361,3
362,4
363,9
364,6
365,6
366,7
367,1
368,10
369,9
370,2
371,8
372,9
373,2
374,3
375,7
376,7
377,5
378,8
379,9
380,9
381,8
382,1
383,3
384,2
385,2
386,5
387,3
388,8
389,6
390,3
391,3
392,10
393,7
394,4
395,9
396,8
397,9
398,9
399,3
400,6
401,6
402,1
403,5
404,4
405,6
406,3
407,10
408,4
409,7
410,10
411,4
412,3
413,9
414,7
415,9
416,9
417,5
418,3
419,9
420,9
421,4
422,1
423,10
424,6
425,2
426,3
427,5
428,4
429,10
430,2
431,8
432,3
433,7
434,7
435,2
436,8
437,3
438,10
439,5
440,4
441,5
442,9
443,6
444,7
445,2
446,6
447,2
448,4
449,1
450,10
451,1
452,5
453,4
454,9
455,5
456,10
457,8
458,5
459,10
460,4
461,4
462,5
463,9
464,1
465,5
466,3
467,5
468,4
469,2
470,5
471,4
472,3
473,8
474,6
475,6
476,7
477,8
478,10
479,6
480,3
481,9
482,10
483,7
484,6
485,2
486,1
487,2
488,10
489,7
490,8
491,10
492,10
493,4
494,3
495,4
496,9
497,8
498,10
499,1
500,4
501,7
502,2
503,5
504,10
505,8
506,7
507,2
508,5
509,4
510,10
511,4
512,7
513,1
514,7
515,9
516,5
517,4
518,10
519,8
520,2
521,2
522,4
523,7
524,2
525,8
526,3
527,3
528,1
529,6
530,9
531,9
532,5
533,6
534,1
535,7
536,9
537,3
538,1
539,1
540,2
541,8
542,4
543,3
544,4
545,5
546,2
547,2
548,4
549,8
550,3
551,10
552,5
553,2
554,6
555,4
556,6
557,2
558,6
559,3
560,10
561,3
562,10
563,6
564,5
565,6
566,1
567,7
568,1
569,6
570,7
571,8
572,8
573,6
574,4
575,6
576,3
577,10
578,2
579,3
580,1
581,9
582,4
583,4
584,1
585,5
586,9
587,2
588,10
589,2
590,2
591,7
592,8
593,8
594,10
595,4
596,6
597,7
598,7
599,9
600,10
601,5
602,8
603,3
604,10
605,9
606,9
607,3
608,2
609,10
610,3
611,2
612,4
613,8
614,10
615,10
616,2
617,1
618,6
619,5
620,3
621,3
622,6
623,7
624,2
625,3
626,7
627,5
628,4
629,3
630,1
631,4
632,7
633,2
634,1
635,7
636,5
637,1
638,2
639,3
640,2
641,3
642,5
643,10
644,1
645,2
646,1
647,1
648,7
649,6
650,9
651,10
652,9
653,7
654,4
655,6
656,4
657,10
658,1
659,8
660,2
661,5
662,5
663,5
664,8
665,6
666,1
667,2
668,7
669,6
670,3
671,10
672,1
673,2
674,9
675,6
676,2
677,8
678,3
679,6
680,10
681,9
682,7
683,4
684,4
685,2
686,8
687,9
688,2
689,2
690,6
691,2
692,4
693,1
694,6
695,10
696,9
697,1
698,7
699,3
700,2
701,9
702,2
703,3
704,9
705,7
706,3
707,4
708,10
709,7
710,4
711,8
712,3
713,9
714,5
715,9
716,6
717,7
718,5
719,10
720,6
721,6
722,6
723,10
724,8
725,8
726,8
727,10
728,6
729,7
730,9
731,5
732,2
733,2
734,2
735,9
736,10
737,10
738,2
739,1
740,7
741,6
742,6
743,4
744,6
745,8
746,6
747,10
748,3
749,9
750,4
751,6
752,4
753,4
754,6
755,4
756,9
757,10
758,8
759,4
760,9
761,5
762,10
763,4
764,7
765,10
766,7
767,8
768,1
769,4
770,3
771,5
772,2
773,6
774,6
775,2
776,6
777,2
778,5
779,6
780,9
