1
1200
0,3
1,4
2,2
3,5
4,2
5,1
6,1
7,10
8,2
9,3
10,10
11,10
12,5
13,6
14,9
15,1
16,4
17,4
18,8
19,6
20,9
21,2
22,6
23,8
24,2
25,5
26,6
27,4
28,4
29,2
30,9
31,9
32,10
33,7
34,9
35,8
36,7
37,9
38,6
39,1
40,4
41,1
42,6
43,4
44,8
45,8
46,10
47,3
48,5
49,3
50,2
51,2
52,9
53,8
54,3
55,3
56,1
57,4
58,3
59,1
60,1
61,6
62,10
63,6
64,9
65,8
66,3
67,1
68,2
69,9
70,2
71,4
72,1
73,7
74,5
75,10
76,2
77,9
78,6
79,3
80,5
81,5
82,7
83,10
84,6
85,5
86,2
87,7
88,8
89,8
90,5
91,1
92,3
93,3
94,1
95,1
96,2
97,4
98,1
99,6
100,10
101,5
102,6
103,4
104,3
105,10
106,5
107,1
108,8
109,5
110,1
111,2
112,2
113,5
114,10
115,4
116,6
117,10
118,3
119,8
120,1
121,6
122,4
123,6
124,1
125,4
126,8
127,4
128,10
129,7
130,3
131,5
132,9
133,1
134,7
135,6
136,5
137,8
138,5
139,3
140,3
141,8
142,2
143,8
144,1
145,5
146,10
147,4
148,1
149,7
150,1
151,6
152,7
153,2
154,10
155,1
156,1
157,9
158,5
159,8
160,9
161,9
162,8
163,8
164,5
165,5
166,9
167,6
168,3
169,9
170,8
171,7
172,7
173,5
174,2
175,7
176,10
177,1
178,4
179,6
180,9
181,3
182,2
183,3
184,3
185,4
186,4
187,6
188,1
189,6
190,6
191,2
192,7
193,2
194,7
195,1
196,3
197,2
198,9
199,2
200,6
201,10
202,10
203,3
204,1
205,7
206,9
207,3
208,7
209,2
210,10
211,8
212,8
213,4
214,1
215,1
216,7
217,3
218,4
219,1
220,8
221,3
222,6
223,3
224,6
225,3
226,7
227,8
228,8
229,8
230,9
231,3
232,8
233,4
234,5
235,10
236,5
237,4
238,7
239,6
240,2
241,8
242,1
243,1
244,9
245,4
246,3
247,4
248,7
249,2
250,7
251,10
252,3
253,5
254,5
255,4
256,2
257,7
258,7
259,3
260,6
261,7
262,4
263,10
264,6
265,8
266,10
267,3
268,3
269,6
270,9
271,8
272,5
273,8
274,4
275,8
276,10
277,2
278,10
279,4
280,3
281,3
282,10
283,2
284,7
285,7
286,5
287,3
288,3
289,4
290,2
291,3
292,2
293,8
294,6
295,10
296,4
297,10
298,9
299,4
300,9
301,2
302,7
303,3
304,4
305,10
306,10
307,6
308,4
309,4
310,3
311,1
312,1
313,6
314,10
315,3
316,3
317,4
318,10
319,2
320,1
321,8
322,1
323,9
324,2
325,9
326,6
327,1
328,1
329,10
330,1
331,6
332,2
333,6
334,6
335,9
336,1
337,6
338,4
339,5
340,9
341,5
342,2
343,1
344,4
345,7
346,2
347,10
348,7
349,3
350,3
351,2
352,3
353,1
354,4
355,6
356,10
357,5
358,7
359,4
360,9
361,2
362,2
363,7
364,6
365,4
366,3
367,8
368,5
369,5
370,7
371,8
372,8
373,7
374,2
375,7
376,6
377,8
378,10
379,4
380,3
381,9
382,8
383,4
384,3
385,6
386,8
387,8
388,10
389,6
390,7
391,10
392,9
393,2
394,4
395,6
396,2
397,4
398,9
399,9
400,8
401,9
402,10
403,7
404,7
405,4
406,7
407,4
408,7
409,7
410,3
411,8
412,2
413,3
414,2
415,4
416,4
417,5
418,4
419,3
420,10
421,6
422,3
423,9
424,1
425,6
426,2
427,4
428,3
429,1
430,5
431,1
432,8
433,6
434,2
435,4
436,9
437,5
438,8
439,3
440,3
441,6
442,9
443,10
444,10
445,4
446,9
447,9
448,3
449,4
450,7
451,6
452,2
453,8
454,3
455,8
456,3
457,8
458,9
459,7
460,9
461,4
462,4
463,3
464,1
465,1
466,4
467,5
468,2
469,10
470,2
471,10
472,6
473,1
474,8
475,4
476,8
477,7
478,6
479,8
480,7
481,4
482,4
483,10
484,2
485,6
486,6
487,9
488,9
489,7
490,5
491,2
492,7
493,9
494,5
495,5
496,1
497,4
498,10
499,9
500,9
501,5
502,2
503,1
504,8
505,2
506,7
507,8
508,1
509,2
510,10
511,3
512,3
513,10
514,8
515,2
516,3
517,3
518,8
519,9
520,9
521,6
522,2
523,10
524,10
525,6
526,1
527,3
528,2
529,5
530,3
531,6
532,10
533,1
534,9
535,3
536,1
537,9
538,7
539,10
540,2
541,7
542,2
543,3
544,3
545,8
546,4
547,4
548,3
549,7
550,2
551,3
552,1
553,7
554,9
555,5
556,7
557,9
558,6
559,2
560,2
561,7
562,4
563,10
564,8
565,8
566,5
567,3
568,3
569,1
570,9
571,2
572,6
573,9
574,7
575,3
576,5
577,2
578,7
579,4
580,1
581,4
582,5
583,3
584,5
585,4
586,2
587,10
588,7
589,9
590,9
591,3
592,5
593,3
594,10
595,10
596,1
597,4
598,3
599,4
600,8
601,7
602,6
603,2
604,1
605,5
606,6
607,9
608,7
609,7
610,8
611,6
612,6
613,9
614,4
615,3
616,6
617,4
618,6
619,10
620,8
621,3
622,7
623,10
624,4
625,5
626,4
627,3
628,3
629,10
630,3
631,2
632,7
633,9
634,8
635,4
636,4
637,8
638,10
639,10
640,4
641,9
642,7
643,10
644,1
645,10
646,8
647,10
648,6
649,9
650,2
651,1
652,7
653,3
654,7
655,6
656,7
657,9
658,3
659,5
660,2
661,6
662,2
663,2
664,6
665,7
666,9
667,4
668,9
669,2
670,9
671,7
672,8
673,10
674,7
675,2
676,5
677,6
678,4
679,9
680,1
681,3
682,7
683,2
684,2
685,5
686,10
687,4
688,8
689,4
690,6
691,7
692,10
693,9
694,8
695,7
696,1
697,2
698,6
699,9
700,3
701,1
702,2
703,8
704,9
705,2
706,5
707,8
708,10
709,1
710,3
711,5
712,7
713,7
714,6
715,6
716,1
717,1
718,3
719,10
720,7
721,8
722,7
723,2
724,10
725,7
726,10
727,9
728,10
729,4
730,7
731,10
732,4
733,3
734,9
735,5
736,9
737,8
738,2
739,10
740,7
741,3
742,5
743,3
744,4
745,1
746,7
747,9
748,10
749,9
750,7
751,1
752,6
753,9
754,3
755,6
756,7
757,6
758,7
759,2
760,9
761,7
762,1
763,4
764,3
765,8
766,6
767,5
768,6
769,3
770,3
771,2
772,3
773,3
774,7
775,9
776,4
777,1
778,5
779,7
780,9
781,10
782,6
783,2
784,3
785,9
786,6
787,7
788,5
789,9
790,9
791,9
792,6
793,3
794,7
795,5
796,9
797,4
798,10
799,7
800,4
801,7
802,6
803,5
804,2
805,7
806,10
807,3
808,5
809,6
810,10
811,3
812,4
813,5
814,9
815,5
816,6
817,7
818,4
819,8
820,5
821,10
822,3
823,7
824,9
825,1
826,9
827,5
828,10
829,7
830,6
831,8
832,8
833,8
834,4
835,4
836,3
837,3
838,5
839,8
840,3
841,2
842,1
843,10
844,1
845,4
846,6
847,1
848,8
849,1
850,4
851,2
852,3
853,6
854,1
855,6
856,3
857,6
858,9
859,5
860,5
861,2
862,10
863,6
864,10
865,10
866,7
867,10
868,6
869,5
870,3
871,1
872,3
873,2
874,4
875,3
876,8
877,9
878,7
879,7
880,5
881,3
882,5
883,8
884,3
885,5
886,10
887,8
888,2
889,8
890,6
891,2
892,4
893,6
894,2
895,7
896,1
897,2
898,4
899,9
900,9
901,4
902,5
903,10
904,9
905,2
906,4
907,4
908,6
909,9
910,9
911,9
912,4
913,1
914,3
915,3
916,5
917,5
918,8
919,7
920,9
921,5
922,10
923,2
924,3
925,5
926,7
927,1
928,2
929,3
930,1
931,1
932,6
933,3
934,4
935,6
936,2
937,8
938,10
939,3
940,5
941,10
942,1
943,8
944,9
945,9
946,8
947,3
948,5
949,3
950,2
951,3
952,4
953,7
954,4
955,10
956,3
957,7
958,9
959,6
960,7
961,6
962,7
963,9
964,3
965,10
966,7
967,6
968,1
969,5
970,1
971,8
972,4
